Near Surface Air Temperature,Precipitation,Alert
303.02275|302.512625|300.887375|300.593|297.9635|297.958375|300.051875,0|0|0|0|468.0195654|689.4322467|0,0
302.512625|300.887375|300.593|297.9635|297.958375|300.051875|301.003625,0|0|0|468.0195654|689.4322467|0|0,0
300.887375|300.593|297.9635|297.958375|300.051875|301.003625|301.613,0|0|468.0195654|689.4322467|0|0|0,0
300.593|297.9635|297.958375|300.051875|301.003625|301.613|303.638,0|468.0195654|689.4322467|0|0|0|0,0
297.9635|297.958375|300.051875|301.003625|301.613|303.638|302.935,468.0195654|689.4322467|0|0|0|0|169.521875,0
297.958375|300.051875|301.003625|301.613|303.638|302.935|303.748375,689.4322467|0|0|0|0|169.521875|16.72923542,0
300.051875|301.003625|301.613|303.638|302.935|303.748375|303.3305,0|0|0|0|169.521875|16.72923542|13.47795833,0
301.003625|301.613|303.638|302.935|303.748375|303.3305|304.142875,0|0|0|169.521875|16.72923542|13.47795833|0,0
301.613|303.638|302.935|303.748375|303.3305|304.142875|305.361625,0|0|169.521875|16.72923542|13.47795833|0|0,0
303.638|302.935|303.748375|303.3305|304.142875|305.361625|304.924875,0|169.521875|16.72923542|13.47795833|0|0|0,0
302.935|303.748375|303.3305|304.142875|305.361625|304.924875|304.25575,169.521875|16.72923542|13.47795833|0|0|0|0,0
303.748375|303.3305|304.142875|305.361625|304.924875|304.25575|303.33575,16.72923542|13.47795833|0|0|0|0|0,0
303.3305|304.142875|305.361625|304.924875|304.25575|303.33575|303.5865,13.47795833|0|0|0|0|0|0,0
304.142875|305.361625|304.924875|304.25575|303.33575|303.5865|303.347,0|0|0|0|0|0|0,0
305.361625|304.924875|304.25575|303.33575|303.5865|303.347|303.78075,0|0|0|0|0|0|3177.614515,0
304.924875|304.25575|303.33575|303.5865|303.347|303.78075|302.5345,0|0|0|0|0|3177.614515|0,0
304.25575|303.33575|303.5865|303.347|303.78075|302.5345|302.024375,0|0|0|0|3177.614515|0|0,0
303.33575|303.5865|303.347|303.78075|302.5345|302.024375|301.218625,0|0|0|3177.614515|0|0|1473.40625,0
303.5865|303.347|303.78075|302.5345|302.024375|301.218625|301.375375,0|0|3177.614515|0|0|1473.40625|0,0
303.347|303.78075|302.5345|302.024375|301.218625|301.375375|302.06725,0|3177.614515|0|0|1473.40625|0|0,0
303.78075|302.5345|302.024375|301.218625|301.375375|302.06725|302.345875,3177.614515|0|0|1473.40625|0|0|0,0
302.5345|302.024375|301.218625|301.375375|302.06725|302.345875|303.13625,0|0|1473.40625|0|0|0|0,0
302.024375|301.218625|301.375375|302.06725|302.345875|303.13625|304.171375,0|1473.40625|0|0|0|0|0,0
301.218625|301.375375|302.06725|302.345875|303.13625|304.171375|304.073375,1473.40625|0|0|0|0|0|52.85312583,0
301.375375|302.06725|302.345875|303.13625|304.171375|304.073375|304.89425,0|0|0|0|0|52.85312583|26.70992521,0
302.06725|302.345875|303.13625|304.171375|304.073375|304.89425|302.94475,0|0|0|0|52.85312583|26.70992521|0,0
302.345875|303.13625|304.171375|304.073375|304.89425|302.94475|303.938125,0|0|0|52.85312583|26.70992521|0|0,0
303.13625|304.171375|304.073375|304.89425|302.94475|303.938125|304.441875,0|0|52.85312583|26.70992521|0|0|0,0
304.171375|304.073375|304.89425|302.94475|303.938125|304.441875|296.188,0|52.85312583|26.70992521|0|0|0|0,0
304.073375|304.89425|302.94475|303.938125|304.441875|296.188|304.986625,52.85312583|26.70992521|0|0|0|0|26.79156021,0
304.89425|302.94475|303.938125|304.441875|296.188|304.986625|305.15525,26.70992521|0|0|0|0|26.79156021|1690.726138,0
302.94475|303.938125|304.441875|296.188|304.986625|305.15525|305.266125,0|0|0|0|26.79156021|1690.726138|2265.597004,0
303.938125|304.441875|296.188|304.986625|305.15525|305.266125|305.35025,0|0|0|26.79156021|1690.726138|2265.597004|0,0
304.441875|296.188|304.986625|305.15525|305.266125|305.35025|304.731625,0|0|26.79156021|1690.726138|2265.597004|0|307.236786,0
296.188|304.986625|305.15525|305.266125|305.35025|304.731625|304.57625,0|26.79156021|1690.726138|2265.597004|0|307.236786|358.3660315,0
304.986625|305.15525|305.266125|305.35025|304.731625|304.57625|304.563,26.79156021|1690.726138|2265.597004|0|307.236786|358.3660315|188.4526042,0
305.15525|305.266125|305.35025|304.731625|304.57625|304.563|305.111375,1690.726138|2265.597004|0|307.236786|358.3660315|188.4526042|0,0
305.266125|305.35025|304.731625|304.57625|304.563|305.111375|306.017375,2265.597004|0|307.236786|358.3660315|188.4526042|0|2192.996563,0
305.35025|304.731625|304.57625|304.563|305.111375|306.017375|305.548125,0|307.236786|358.3660315|188.4526042|0|2192.996563|108.9976042,0
304.731625|304.57625|304.563|305.111375|306.017375|305.548125|304.883875,307.236786|358.3660315|188.4526042|0|2192.996563|108.9976042|303.5634688,0
304.57625|304.563|305.111375|306.017375|305.548125|304.883875|305.4765,358.3660315|188.4526042|0|2192.996563|108.9976042|303.5634688|1656.32046,0
304.563|305.111375|306.017375|305.548125|304.883875|305.4765|305.447875,188.4526042|0|2192.996563|108.9976042|303.5634688|1656.32046|374.1730917,0
305.111375|306.017375|305.548125|304.883875|305.4765|305.447875|305.333,0|2192.996563|108.9976042|303.5634688|1656.32046|374.1730917|654.4995525,0
306.017375|305.548125|304.883875|305.4765|305.447875|305.333|304.918375,2192.996563|108.9976042|303.5634688|1656.32046|374.1730917|654.4995525|546.5840208,0
305.548125|304.883875|305.4765|305.447875|305.333|304.918375|305.014375,108.9976042|303.5634688|1656.32046|374.1730917|654.4995525|546.5840208|11.95781458,0
304.883875|305.4765|305.447875|305.333|304.918375|305.014375|305.082125,303.5634688|1656.32046|374.1730917|654.4995525|546.5840208|11.95781458|627.3829167,0
305.4765|305.447875|305.333|304.918375|305.014375|305.082125|306.2975,1656.32046|374.1730917|654.4995525|546.5840208|11.95781458|627.3829167|1.79313125,0
305.447875|305.333|304.918375|305.014375|305.082125|306.2975|306.285875,374.1730917|654.4995525|546.5840208|11.95781458|627.3829167|1.79313125|48.44496292,0
305.333|304.918375|305.014375|305.082125|306.2975|306.285875|305.304625,654.4995525|546.5840208|11.95781458|627.3829167|1.79313125|48.44496292|0,0
304.918375|305.014375|305.082125|306.2975|306.285875|305.304625|305.747625,546.5840208|11.95781458|627.3829167|1.79313125|48.44496292|0|0,0
305.014375|305.082125|306.2975|306.285875|305.304625|305.747625|304.212375,11.95781458|627.3829167|1.79313125|48.44496292|0|0|207.645075,0
305.082125|306.2975|306.285875|305.304625|305.747625|304.212375|304.105375,627.3829167|1.79313125|48.44496292|0|0|207.645075|0,0
306.2975|306.285875|305.304625|305.747625|304.212375|304.105375|303.97875,1.79313125|48.44496292|0|0|207.645075|0|0,0
306.285875|305.304625|305.747625|304.212375|304.105375|303.97875|304.368625,48.44496292|0|0|207.645075|0|0|0,0
305.304625|305.747625|304.212375|304.105375|303.97875|304.368625|305.60725,0|0|207.645075|0|0|0|0,0
305.747625|304.212375|304.105375|303.97875|304.368625|305.60725|305.908,0|207.645075|0|0|0|0|832.9485479,0
304.212375|304.105375|303.97875|304.368625|305.60725|305.908|305.850875,207.645075|0|0|0|0|832.9485479|840.9014167,0
304.105375|303.97875|304.368625|305.60725|305.908|305.850875|305.24425,0|0|0|0|832.9485479|840.9014167|40.40188146,0
303.97875|304.368625|305.60725|305.908|305.850875|305.24425|305.37975,0|0|0|832.9485479|840.9014167|40.40188146|17043529.93,0
304.368625|305.60725|305.908|305.850875|305.24425|305.37975|304.66875,0|0|832.9485479|840.9014167|40.40188146|17043529.93|474.3070617,0
305.60725|305.908|305.850875|305.24425|305.37975|304.66875|304.806375,0|832.9485479|840.9014167|40.40188146|17043529.93|474.3070617|48.49522917,0
305.908|305.850875|305.24425|305.37975|304.66875|304.806375|303.4475,832.9485479|840.9014167|40.40188146|17043529.93|474.3070617|48.49522917|1026.560719,0
305.850875|305.24425|305.37975|304.66875|304.806375|303.4475|303.39475,840.9014167|40.40188146|17043529.93|474.3070617|48.49522917|1026.560719|37.774375,0
305.24425|305.37975|304.66875|304.806375|303.4475|303.39475|304.170375,40.40188146|17043529.93|474.3070617|48.49522917|1026.560719|37.774375|168.4646542,0
305.37975|304.66875|304.806375|303.4475|303.39475|304.170375|303.765,17043529.93|474.3070617|48.49522917|1026.560719|37.774375|168.4646542|11.35978542,0
304.66875|304.806375|303.4475|303.39475|304.170375|303.765|303.8085,474.3070617|48.49522917|1026.560719|37.774375|168.4646542|11.35978542|0,0
304.806375|303.4475|303.39475|304.170375|303.765|303.8085|303.830375,48.49522917|1026.560719|37.774375|168.4646542|11.35978542|0|0,0
303.4475|303.39475|304.170375|303.765|303.8085|303.830375|304.03075,1026.560719|37.774375|168.4646542|11.35978542|0|0|68.1031375,0
303.39475|304.170375|303.765|303.8085|303.830375|304.03075|304.599125,37.774375|168.4646542|11.35978542|0|0|68.1031375|85.98918333,0
304.170375|303.765|303.8085|303.830375|304.03075|304.599125|304.823,168.4646542|11.35978542|0|0|68.1031375|85.98918333|56.31702083,0
303.765|303.8085|303.830375|304.03075|304.599125|304.823|304.848875,11.35978542|0|0|68.1031375|85.98918333|56.31702083|173.4124896,0
303.8085|303.830375|304.03075|304.599125|304.823|304.848875|305.06475,0|0|68.1031375|85.98918333|56.31702083|173.4124896|22.6188125,0
303.830375|304.03075|304.599125|304.823|304.848875|305.06475|303.932,0|68.1031375|85.98918333|56.31702083|173.4124896|22.6188125|25.80867958,0
304.03075|304.599125|304.823|304.848875|305.06475|303.932|301.950875,68.1031375|85.98918333|56.31702083|173.4124896|22.6188125|25.80867958|6.282448958,0
304.599125|304.823|304.848875|305.06475|303.932|301.950875|301.65,85.98918333|56.31702083|173.4124896|22.6188125|25.80867958|6.282448958|47.86917833,0
304.823|304.848875|305.06475|303.932|301.950875|301.65|302.868375,56.31702083|173.4124896|22.6188125|25.80867958|6.282448958|47.86917833|0,0
304.848875|305.06475|303.932|301.950875|301.65|302.868375|304.273375,173.4124896|22.6188125|25.80867958|6.282448958|47.86917833|0|0,0
305.06475|303.932|301.950875|301.65|302.868375|304.273375|304.403375,22.6188125|25.80867958|6.282448958|47.86917833|0|0|0,0
303.932|301.950875|301.65|302.868375|304.273375|304.403375|303.625125,25.80867958|6.282448958|47.86917833|0|0|0|6.904208333,0
301.950875|301.65|302.868375|304.273375|304.403375|303.625125|303.719,6.282448958|47.86917833|0|0|0|6.904208333|5552528.162,0
301.65|302.868375|304.273375|304.403375|303.625125|303.719|304.46375,47.86917833|0|0|0|6.904208333|5552528.162|158.0239063,0
302.868375|304.273375|304.403375|303.625125|303.719|304.46375|304.524375,0|0|0|6.904208333|5552528.162|158.0239063|92.37550208,0
304.273375|304.403375|303.625125|303.719|304.46375|304.524375|304.878125,0|0|6.904208333|5552528.162|158.0239063|92.37550208|0,0
304.403375|303.625125|303.719|304.46375|304.524375|304.878125|305.328,0|6.904208333|5552528.162|158.0239063|92.37550208|0|20.61155979,0
303.625125|303.719|304.46375|304.524375|304.878125|305.328|303.114625,6.904208333|5552528.162|158.0239063|92.37550208|0|20.61155979|80.50819333,0
303.719|304.46375|304.524375|304.878125|305.328|303.114625|299.59625,5552528.162|158.0239063|92.37550208|0|20.61155979|80.50819333|2789.534694,0
304.46375|304.524375|304.878125|305.328|303.114625|299.59625|300.795375,158.0239063|92.37550208|0|20.61155979|80.50819333|2789.534694|321.5465529,0
304.524375|304.878125|305.328|303.114625|299.59625|300.795375|300.907625,92.37550208|0|20.61155979|80.50819333|2789.534694|321.5465529|2885.688963,0
304.878125|305.328|303.114625|299.59625|300.795375|300.907625|300.52775,0|20.61155979|80.50819333|2789.534694|321.5465529|2885.688963|344.1474042,0
305.328|303.114625|299.59625|300.795375|300.907625|300.52775|301.3135,20.61155979|80.50819333|2789.534694|321.5465529|2885.688963|344.1474042|338.5832292,0
303.114625|299.59625|300.795375|300.907625|300.52775|301.3135|302.49825,80.50819333|2789.534694|321.5465529|2885.688963|344.1474042|338.5832292|0,0
299.59625|300.795375|300.907625|300.52775|301.3135|302.49825|303.329625,2789.534694|321.5465529|2885.688963|344.1474042|338.5832292|0|0,0
300.795375|300.907625|300.52775|301.3135|302.49825|303.329625|303.418375,321.5465529|2885.688963|344.1474042|338.5832292|0|0|0,0
300.907625|300.52775|301.3135|302.49825|303.329625|303.418375|303.809625,2885.688963|344.1474042|338.5832292|0|0|0|1.084641667,0
300.52775|301.3135|302.49825|303.329625|303.418375|303.809625|304.279125,344.1474042|338.5832292|0|0|0|1.084641667|0,0
301.3135|302.49825|303.329625|303.418375|303.809625|304.279125|303.820125,338.5832292|0|0|0|1.084641667|0|181.7303146,0
302.49825|303.329625|303.418375|303.809625|304.279125|303.820125|303.556125,0|0|0|1.084641667|0|181.7303146|19.344,0
303.329625|303.418375|303.809625|304.279125|303.820125|303.556125|303.5575,0|0|1.084641667|0|181.7303146|19.344|0,0
303.418375|303.809625|304.279125|303.820125|303.556125|303.5575|303.211,0|1.084641667|0|181.7303146|19.344|0|38.545425,0
303.809625|304.279125|303.820125|303.556125|303.5575|303.211|302.71125,1.084641667|0|181.7303146|19.344|0|38.545425|1.926314583,0
304.279125|303.820125|303.556125|303.5575|303.211|302.71125|302.673,0|181.7303146|19.344|0|38.545425|1.926314583|0,0
303.820125|303.556125|303.5575|303.211|302.71125|302.673|302.68975,181.7303146|19.344|0|38.545425|1.926314583|0|0,0
303.556125|303.5575|303.211|302.71125|302.673|302.68975|303.163,19.344|0|38.545425|1.926314583|0|0|0,0
303.5575|303.211|302.71125|302.673|302.68975|303.163|303.13575,0|38.545425|1.926314583|0|0|0|0,0
303.211|302.71125|302.673|302.68975|303.163|303.13575|302.381375,38.545425|1.926314583|0|0|0|0|0,0
302.71125|302.673|302.68975|303.163|303.13575|302.381375|301.93375,1.926314583|0|0|0|0|0|43.48075,0
302.673|302.68975|303.163|303.13575|302.381375|301.93375|301.935875,0|0|0|0|0|43.48075|0,0
302.68975|303.163|303.13575|302.381375|301.93375|301.935875|302.274125,0|0|0|0|43.48075|0|0,0
303.163|303.13575|302.381375|301.93375|301.935875|302.274125|302.431125,0|0|0|43.48075|0|0|0,0
303.13575|302.381375|301.93375|301.935875|302.274125|302.431125|302.3455,0|0|43.48075|0|0|0|0,0
302.381375|301.93375|301.935875|302.274125|302.431125|302.3455|302.565625,0|43.48075|0|0|0|0|0,0
301.93375|301.935875|302.274125|302.431125|302.3455|302.565625|302.323375,43.48075|0|0|0|0|0|0,0
301.935875|302.274125|302.431125|302.3455|302.565625|302.323375|302.510125,0|0|0|0|0|0|0,0
302.274125|302.431125|302.3455|302.565625|302.323375|302.510125|301.912375,0|0|0|0|0|0|0,0
302.431125|302.3455|302.565625|302.323375|302.510125|301.912375|300.856625,0|0|0|0|0|0|237.1020208,0
302.3455|302.565625|302.323375|302.510125|301.912375|300.856625|300.1915,0|0|0|0|0|237.1020208|30.26652292,0
302.565625|302.323375|302.510125|301.912375|300.856625|300.1915|300.864125,0|0|0|0|237.1020208|30.26652292|0,0
302.323375|302.510125|301.912375|300.856625|300.1915|300.864125|301.176,0|0|0|237.1020208|30.26652292|0|0,0
302.510125|301.912375|300.856625|300.1915|300.864125|301.176|301.382875,0|0|237.1020208|30.26652292|0|0|0,0
301.912375|300.856625|300.1915|300.864125|301.176|301.382875|301.457375,0|237.1020208|30.26652292|0|0|0|0,0
300.856625|300.1915|300.864125|301.176|301.382875|301.457375|299.28275,237.1020208|30.26652292|0|0|0|0|450.2794504,0
300.1915|300.864125|301.176|301.382875|301.457375|299.28275|296.92725,30.26652292|0|0|0|0|450.2794504|59.09010833,0
300.864125|301.176|301.382875|301.457375|299.28275|296.92725|298.301875,0|0|0|0|450.2794504|59.09010833|0,0
301.176|301.382875|301.457375|299.28275|296.92725|298.301875|298.61975,0|0|0|450.2794504|59.09010833|0|0,0
301.382875|301.457375|299.28275|296.92725|298.301875|298.61975|299.034625,0|0|450.2794504|59.09010833|0|0|0,0
301.457375|299.28275|296.92725|298.301875|298.61975|299.034625|300.131375,0|450.2794504|59.09010833|0|0|0|0,0
299.28275|296.92725|298.301875|298.61975|299.034625|300.131375|300.958375,450.2794504|59.09010833|0|0|0|0|0,0
296.92725|298.301875|298.61975|299.034625|300.131375|300.958375|301.177125,59.09010833|0|0|0|0|0|0,0
298.301875|298.61975|299.034625|300.131375|300.958375|301.177125|301.71175,0|0|0|0|0|0|0,0
298.61975|299.034625|300.131375|300.958375|301.177125|301.71175|301.913125,0|0|0|0|0|0|0,0
299.034625|300.131375|300.958375|301.177125|301.71175|301.913125|301.55325,0|0|0|0|0|0|0,0
300.131375|300.958375|301.177125|301.71175|301.913125|301.55325|301.2755,0|0|0|0|0|0|1.419764583,0
300.958375|301.177125|301.71175|301.913125|301.55325|301.2755|299.854,0|0|0|0|0|1.419764583|0,0
301.177125|301.71175|301.913125|301.55325|301.2755|299.854|299.7055,0|0|0|0|1.419764583|0|0,0
301.71175|301.913125|301.55325|301.2755|299.854|299.7055|299.571,0|0|0|1.419764583|0|0|0,0
301.913125|301.55325|301.2755|299.854|299.7055|299.571|299.406875,0|0|1.419764583|0|0|0|0,0
301.55325|301.2755|299.854|299.7055|299.571|299.406875|298.935,0|1.419764583|0|0|0|0|0,0
301.2755|299.854|299.7055|299.571|299.406875|298.935|297.4,1.419764583|0|0|0|0|0|0,0
299.854|299.7055|299.571|299.406875|298.935|297.4|297.884375,0|0|0|0|0|0|0,0
299.7055|299.571|299.406875|298.935|297.4|297.884375|298.448,0|0|0|0|0|0|0,0
299.571|299.406875|298.935|297.4|297.884375|298.448|300.146125,0|0|0|0|0|0|0,0
299.406875|298.935|297.4|297.884375|298.448|300.146125|300.514625,0|0|0|0|0|0|0,0
298.935|297.4|297.884375|298.448|300.146125|300.514625|300.566875,0|0|0|0|0|0|0,0
297.4|297.884375|298.448|300.146125|300.514625|300.566875|300.78775,0|0|0|0|0|0|0,0
297.884375|298.448|300.146125|300.514625|300.566875|300.78775|300.92325,0|0|0|0|0|0|0,0
298.448|300.146125|300.514625|300.566875|300.78775|300.92325|300.1345,0|0|0|0|0|0|0,0
300.146125|300.514625|300.566875|300.78775|300.92325|300.1345|299.3095,0|0|0|0|0|0|0,0
300.514625|300.566875|300.78775|300.92325|300.1345|299.3095|299.1905,0|0|0|0|0|0|0,0
300.566875|300.78775|300.92325|300.1345|299.3095|299.1905|299.173875,0|0|0|0|0|0|0,0
300.78775|300.92325|300.1345|299.3095|299.1905|299.173875|298.758625,0|0|0|0|0|0|0,0
300.92325|300.1345|299.3095|299.1905|299.173875|298.758625|298.378875,0|0|0|0|0|0|0,0
300.1345|299.3095|299.1905|299.173875|298.758625|298.378875|297.226,0|0|0|0|0|0|0,0
299.3095|299.1905|299.173875|298.758625|298.378875|297.226|296.33725,0|0|0|0|0|0|0,0
299.1905|299.173875|298.758625|298.378875|297.226|296.33725|296.513375,0|0|0|0|0|0|0,0
299.173875|298.758625|298.378875|297.226|296.33725|296.513375|296.03325,0|0|0|0|0|0|0,0
298.758625|298.378875|297.226|296.33725|296.513375|296.03325|296.01275,0|0|0|0|0|0|0,0
298.378875|297.226|296.33725|296.513375|296.03325|296.01275|296.971375,0|0|0|0|0|0|0,0
297.226|296.33725|296.513375|296.03325|296.01275|296.971375|297.68875,0|0|0|0|0|0|0,0
296.33725|296.513375|296.03325|296.01275|296.971375|297.68875|297.867125,0|0|0|0|0|0|0,0
296.513375|296.03325|296.01275|296.971375|297.68875|297.867125|296.788375,0|0|0|0|0|0|0,0
296.03325|296.01275|296.971375|297.68875|297.867125|296.788375|295.0035,0|0|0|0|0|0|0,0
296.01275|296.971375|297.68875|297.867125|296.788375|295.0035|293.97075,0|0|0|0|0|0|0,0
296.971375|297.68875|297.867125|296.788375|295.0035|293.97075|293.94075,0|0|0|0|0|0|0,0
297.68875|297.867125|296.788375|295.0035|293.97075|293.94075|293.945625,0|0|0|0|0|0|0,0
297.867125|296.788375|295.0035|293.97075|293.94075|293.945625|294.39825,0|0|0|0|0|0|0,0
296.788375|295.0035|293.97075|293.94075|293.945625|294.39825|294.231,0|0|0|0|0|0|0,0
295.0035|293.97075|293.94075|293.945625|294.39825|294.231|294.490125,0|0|0|0|0|0|0,0
293.97075|293.94075|293.945625|294.39825|294.231|294.490125|293.66675,0|0|0|0|0|0|0,0
293.94075|293.945625|294.39825|294.231|294.490125|293.66675|293.991875,0|0|0|0|0|0|0,0
293.945625|294.39825|294.231|294.490125|293.66675|293.991875|294.231875,0|0|0|0|0|0|0,0
294.39825|294.231|294.490125|293.66675|293.991875|294.231875|293.032625,0|0|0|0|0|0|0,1
294.231|294.490125|293.66675|293.991875|294.231875|293.032625|293.110625,0|0|0|0|0|0|0,0
294.490125|293.66675|293.991875|294.231875|293.032625|293.110625|292.934375,0|0|0|0|0|0|0,0
